CodGeo,Note,nbLsPls,nbLsMes,txVac,txVac3m,txRot,txLsCol,txLsInd,txLs1p,txLs2p,txLs3p,txLs4p,txLs5pp,txLsm30,txLs30a40,txLs40a60,txLs60a80,txLs80a100,txLs100a120,txLs120p,txLsAv49,txLs49a75,txLs76a88,txLs89a00,txLs01a13,txLsAp13,txLsPlai,txLsPlusAv77,txLsPlusAp77,txLsPls,txLsPli,moyLoy,q1Loy,medLoy,q3Loy
QP090001,0,445.0,,"2,6",,12,,,"3,1","20,7","29,9","30,3",16,,,"21,3","45,6","21,1","8,3",,,"13,7","53,5","26,5",,,"71,2","25,4",,,,"5,61","5,13","5,58","6,02"
QP090002,0,753.0,,"7,3","4,9","8,5",,,"16,9","10,4","27,9","32,9",12,,"16,7","15,7","54,1","7,2","4,9",,,,,,,,,,,,,"4,57","4,06","4,41","4,88"
QP090003,0,880.0,,4,"2,5","11,8",,,,"28,6","45,9","21,7",,,"9,5","43,9","41,1","3,8",,,"9,5","83,3","4,9",,,,,"87,8",,,,"4,91","4,45","4,74","5,36"
QP090004,0,2643.0,,"12,1","10,3","8,4","97,9","2,1","1,1","15,4","35,9","37,6",10,,"0,7",25,"44,3","22,8","6,4",,"1,8","83,9","8,2",,"5,6",,6,"88,3","4,6",,,"4,67","4,17","4,64","5,12"
QP090005,0,361.0,,16,"13,7","7,1","75,6","24,4",,,"32,7","34,3","24,7",,,,"40,2","36,3","13,6",,,"37,7","36,6",,,15,"6,4","73,1","14,7",,,"4,68","3,65","4,55","5,3"
QP091001,0,286.0,,,,,,,,"18,5","32,2","44,1",,,,"17,1",,"68,2","8,4",,,"89,9",,,,,,"46,2","32,9",,,"6,46","6,28","6,51","6,65"
QP091002,0,1482.0,,"2,2",,4,,,"2,8","25,2","40,7","27,5","3,8",,2,"25,4","62,5","8,6",,,,"79,6","12,8",,"2,8","2,4",,"91,3",,,,"5,91","5,55","5,85","6,24"
QP091003,0,1739.0,122.0,"5,6","1,2","5,5",,,"2,8",25,"40,2","26,6","5,5",,"6,8","28,9","46,8","15,5",,,,"48,4",,,"34,2",11,"5,6","47,7",38,"6,4","2,2","6,39","5,38","6,14","7,2"
QP091004,0,558.0,,,,6,"96,4","3,6","4,1","19,7","38,2","31,4","6,6",,,"18,8","39,1",36,,,,"66,3",,,"17,2",,,"64,9","30,8",,,"6,26","5,15","5,75","6,85"
QP091005,0,169.0,,,,,,,"10,1","28,4","11,8","30,8","18,9",,,"27,2","40,8","20,7",,,,,,,,,,,,,,"6,26","5,6","6,09","6,74"
QP091006,0,1895.0,,"1,8",,"5,8",,,"10,1","10,2","41,2","31,8","6,7",,"6,6","10,7",57,"18,8","3,2",,,"96,5",,,,,,"96,5",,,,"5,91","5,34","5,66","6,15"
QP091007,0,475.0,,,,"4,1",,,"2,3","4,6","34,1","56,4","2,5",,,"4,6","72,2","20,8",,,,,,,,,,,,,,"5,21","5,01","5,2","5,34"
QP091008,0,396.0,,,,"8,5",,,"4,8","19,7","35,1","31,3","9,1",,,"21,5","35,1","40,4",,,,,,,,,,,,,,"5,79","5,35","5,56","6,06"
QP091009,0,385.0,,,,"5,3",,,"15,6","10,4","30,4","33,5","10,1",,,"40,5","43,9",,,,,,,,,,,,,,,"6,39","5,91","6,25","6,6"
QP091010,0,1750.0,,,,"5,6","96,4","3,6","5,4",15,"31,3",35,"13,3","3,1",,"15,4","60,6","16,9","2,3",,,"90,5",,"4,4",,"2,9",,"67,1","20,7","7,9",,"6,43","5,69","6,13","6,66"
QP091011,0,795.0,,,,"5,7",,,"2,8","10,9","36,5","37,2","12,6",,,"10,9","73,7","11,8",,,,,,,,,,,,,,"6,42","5,64","6,03","7,16"
QP091012,0,1842.0,,"0,7",,"3,9","99,2","0,8","4,8",15,"34,7","30,2","15,3",,,"11,8","47,2","34,3","3,5",,,95,,,,"4,3",1,"76,2",4,"17,3","1,5","6,13","5,59","5,92","6,54"
QP091013,0,497.0,,,,5,,,"10,7","21,9","15,5","35,4","16,5",,"5,6","21,9","15,1","51,9",,,,,,,,,,,,,,"5,96","5,51","5,73","6,02"
QP091014,0,892.0,,,,"5,4",,,,"22,8","31,6","29,3",,,,"40,7","26,5","30,2",,,,,,,,,,,,,,"5,77","5,4","5,76","6,08"
QP091015,0,891.0,,,,"6,2",,,"5,6","17,3","27,2","37,6","12,3","4,5",,"19,8","30,5","42,1","1,9",,,,,,,,,,,,,"6,02","5,7","5,85","6,36"
QP091016,0,1333.0,,3,"1,2",6,"91,9","8,1","6,6","15,9","45,8","26,4","5,3",,"4,4","14,9","51,8","24,8","2,8",,,,83,,,,,,"98,4",,,"6,62","6,19","6,59","6,97"
QP091017,0,2545.0,,"1,6",,"7,9",,,"9,7","18,3","38,3","27,2","6,6",,"6,1","17,7","43,5","26,5","3,1",,,"5,2","62,1","16,6",15,,"0,5","27,7","69,4","1,1","1,4","6,69","5,71","6,59","7,5"
QP091018,0,820.0,,"2,7",,5,,,"24,6","18,2","33,3",18,"5,9",,"13,9","22,1",38,"17,7",,,,,"43,4","53,4",,,,,,,,"7,37","6,77","7,35","7,8"
QP091019,0,796.0,,"1,8",,"5,7",,,,"9,4","39,1","44,6",,,,,"56,4","33,7",,,,"71,5",,,,,,"87,4",,,,"5,71","5,35","5,72","6,04"
QP091020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP091021,0,870.0,,,,"6,1",,,"8,2","9,5","32,3","30,1","19,9",,7,"9,5","48,7",30,,,,,,,,,,,,,,"5,81","5,2","5,66","6,21"
QP091022,0,575.0,,,,"8,5",,,"16,3","23,7",37,20,3,,9,"28,2","33,9","24,3",,,,,"88,9",,,,,,,,,"7,06","6,31","6,96","7,84"
QP091023,0,877.0,,"1,4",,"8,8",,,"13,7","21,7","43,3","14,6","6,7",,"10,3","19,2","47,4","15,5","5,2",,,,92,,,,,"5,1","93,5",,,"6,44","5,77","6,45","6,98"
QP091024,0,186.0,,,,"7,6",,,,"24,2","30,1","34,9",,,,,"33,9","40,9",,,,,,,,,,"84,9",,,,"5,97","5,61","5,88","6,19"
QP091025,0,1504.0,,"0,9",,8,,,,"20,7","38,2",35,,,,"29,6","43,9",23,,,,96,,,,,,96,3,,,"6,18","5,82","6,11","6,5"
QP091026,0,4717.0,,"1,4",,"4,3","98,9","1,1",1,16,"28,7","34,8","19,5",,4,"18,7",42,34,"1,1",,,"97,1","1,5",,,"0,8",,"96,4","1,7",,,"5,45","4,91","5,39","5,79"
QP091027,0,302.0,,,,"6,8",,,"10,3","21,2","28,8","25,8","13,9","10,9","20,5","21,9","32,8","8,9",,,,,,,,,,,,,,"7,59","7,08","7,39","7,87"
QP091028,0,1272.0,,,,"4,7",98,2,"0,9","12,7",39,"43,6","3,7",,"8,2",36,"48,4","4,6","1,5",,,"85,5",,"1,4","11,9",,,"79,6","14,8","3,8",,"6,51","5,76","6,08","6,55"
QP091029,0,407.0,,"2,9",,"11,3",,,"3,2","5,9","25,6",56,"9,3",,,"5,7","53,6","37,3",,,,,,,,,,,,"60,7","34,2","8,06","7,99","8,22","8,26"
QP091030,0,818.0,,"6,9","3,7","4,5",,,"1,3",26,"47,8","20,4","4,4",,,"47,6","46,8",,,,,"98,5",,,,,,"98,5",,,,"8,05","7,47","8,05","8,46"
QP091031,0,928.0,,"2,5",,"5,8",,,,,"23,9","51,8",,,,,"75,8",,,,,,,,,,,"74,1",,,,"5,51","5,38","5,47","5,72"
QP091032,0,880.0,,"1,8",,"4,7",,,,"6,7","27,8","58,5",,,,"23,9","68,2",,,,,,,,,,,,,,,"7,93","7,64","7,89","8,22"
QP091033,0,1721.0,,"1,3",,"4,8","91,7","8,3","5,3","9,2","39,9","34,3","11,3",,"2,5","15,9","63,8","15,4",,,,"70,2",,,"17,5","10,9","2,9","69,8","26,4",,,"5,95","5,37","5,86","6,43"
QP091034,0,1072.0,,"2,8","1,6","4,5",,,"3,2","19,4","23,2","41,5","12,7","2,1","4,1","18,8",58,"15,8",,,,"89,1",,,,,,"85,4","12,4",,,"6,14","5,69",6,"6,44"
QP091035,0,144.0,,,,"8,8","89,6","10,4",,"22,9","36,8","32,6",,,,"43,8","38,9",,,,,,"38,9","48,6",,,,"76,4",,,,"6,16","5,15","6,06","6,61"
QP091036,0,522.0,38.0,"9,1",,"6,5",,,,,"33,5","40,8","14,6",,,"12,5","33,3","52,1",,,,"92,7",,,,,,"92,5",,"3,8",,"5,51","5,31","5,47","5,69"
QP091037,0,698.0,,,,"6,6","93,6","6,4","4,9","22,2","33,7","30,5","8,7",,,"33,1","50,9",11,,,,"59,5","34,7",,,,,"59,2",,,,"6,35","5,95","6,26","6,62"
QP091038,0,334.0,,,,,,,,"10,8",47,"38,3",,,,,47,"42,2",,,,,,,,,,,,,,"4,99","4,73","4,99","5,25"
QP091039,0,1425.0,,"0,8",,"6,3",,,"3,7","24,1","39,4","22,5","10,3",,"3,8","57,6","34,8","2,1",,,,,,,,,,"69,3",,,,"6,25","5,98","6,19","6,48"
QP092001,0,854.0,66.0,"1,7",,"4,2",,,"9,4","15,2","49,4","22,8","3,2","12,4",,"38,5","40,7","6,1",,,"21,2",55,,,,"14,5","7,7","67,3","17,3",,,"8,1","6,76","7,29","8,19"
QP092002,0,548.0,,"2,6",,"3,9",,,"10,2","15,5","40,9","26,3","7,1","10,2",,"45,8","33,8","5,1",,,,,,,,,,"88,3",,,,"5,9","5,54","5,81","6,41"
QP092003,0,1353.0,,"2,8","2,1","4,8",,,"13,7","20,7",35,"22,5","8,1","12,9","7,4","47,9","28,5",,,,,,,,,,,,,,,"6,05","5,54","5,85","6,42"
QP092004,0,1423.0,,"4,1","2,7","3,7",,,"2,7",20,"27,7","32,4","17,2","2,2","2,5","45,5","44,2","4,2",,,,,,,,,,,,,,"5,59","5,16","5,68","6,05"
QP092005,0,2592.0,,"3,7","2,2","3,2","99,4","0,6",3,"33,2","43,5","16,1","4,2",,"10,7","54,5","29,5","3,3",,,"44,1","51,9",,,,,,96,"3,4",,,"5,76","5,3","5,65","6,14"
QP092006,0,1870.0,,5,"3,7","3,8",,,"6,9","21,9","39,3","23,6","8,3",,"5,4",25,"39,2","24,4","5,3",,,,,,,,,,,,,"5,41","5,01","5,3","5,75"
QP092007,0,4987.0,,"2,6","1,8","4,2",,,"7,2","24,3","37,8","23,4","7,2",2,"6,1",22,"45,1","23,1",,,,"44,1","53,9",,,"1,1","0,2","84,7","11,3","0,2","3,6","5,55","4,89","5,37","6,07"
QP092008,0,740.0,,,,"5,5",,,"5,7","35,8",25,"18,4","15,1",,"19,2","26,5","32,7","16,1",,,,"58,4",,"39,3",,,,"58,4","38,1",,,"6,53","5,53","6,61","7,36"
QP092009,0,1021.0,,"4,4","2,1","6,6",,,"2,4","29,2","30,2","26,4","11,9",,2,"50,6","39,7","5,8",,,,"31,2",,,"61,8",,,"22,2",9,"61,8",,"7,36","5,71","6,47","8,05"
QP092010,0,1325.0,,"2,1","1,4","2,3",,,"2,8",15,"40,7","35,2","6,3",2,,15,"59,4","20,8",2,,,"92,7","2,3",,3,,,"85,4",,,,"5,5","4,55","5,57","6,14"
QP092011,0,2109.0,,"1,3","0,6","4,3",,,"4,9","22,3","35,3","30,6","6,9","1,4","3,4","26,1","53,2",15,,,,"66,3",24,,,,,"82,2",,,,"6,42","5,53","6,43","7,17"
QP092012,0,2752.0,160.0,"4,2","0,6","4,5",,,"4,1","19,6","38,4",31,"6,9",,"4,6","36,5","45,5","11,7",1,,,"68,5","14,3",,,"10,1","1,3","76,7","8,8",9,"4,2","6,61","5,51","5,96","6,79"
QP092013,0,3275.0,,"3,1",2,"4,3",,,14,"24,6","34,7","21,9","4,8",,"13,8",42,"38,7","4,7",,,"6,4","87,8",5,,,,"1,4","92,5","5,6",,,"5,68","4,98","5,62","6,24"
QP092014,0,315.0,,,,"3,6",,,"25,1","27,6","28,6","14,9","3,8","16,5",19,"22,9","28,3",,,,,"11,7",,"29,2","23,8","25,1",,,"74,6",,,"8,2","7,29","8,05","8,67"
QP092015,0,2708.0,34.0,"1,7","0,8","3,6",,,"5,5","17,3","43,4","26,9","6,9",,"4,8","20,8","51,5",20,,,"5,8","52,5","25,6","12,4","1,6","2,1",,"58,1","41,5",,,"5,74","4,94","5,51","6,51"
QP092016,0,2148.0,,"3,9","2,7",4,,,"2,4","23,9","47,3","22,4",4,,"4,9","49,8","34,6","8,8","1,3",,,"72,5",,"14,9","6,9",,"2,2","72,5","23,3",,,"5,86","4,84","5,94","6,52"
QP092017,0,622.0,,,,"5,3",,,"3,2","21,7","37,5","25,7","11,9",,"1,8","21,9","48,4","22,8","3,1",,,"58,4",,"21,4","12,2",,,"53,4","27,5","9,6",,"5,67","4,24","4,86","6,8"
QP092018,0,933.0,,,,,,,"15,6","40,5","25,5","12,6","5,7","14,1","14,1","44,7",20,,,,"77,5",,,,,,"10,2","22,6","37,3","20,4","9,5","7,19","5,86","7,72","8,58"
QP092019,0,2992.0,,"2,3",1,"6,8",,,"5,6","18,3","38,3","32,2","5,6",,"6,3",39,"48,9","4,4",,,,"89,8","6,1",,"3,3",,"0,5","63,8","28,5","1,4","5,7","6,35","5,78","6,05","6,78"
QP092020,0,599.0,,"5,1",,8,,,,"19,5","44,4","30,7",,,,"44,4","36,1",,,,,,,,,,,,84,,,"9,92","7,87","10,28","11,91"
QP092021,0,598.0,,,,"5,6",,,"16,6","44,3","27,9","9,2",2,,"13,5","71,9","10,9",,,,,"55,5",,,,,,,,,,"6,32","5,84","6,29","6,81"
QP093001,0,314.0,,,,"5,4",,,"12,1","28,7","33,4","21,7","4,1",,"11,8","35,7","43,6",,,,,"51,6","37,3",,,,,"88,9","7,3",,,"6,35","5,66",6,"6,7"
QP093002,0,728.0,,,,"5,2",,,3,17,"39,4","35,3","5,2",,,"28,6","40,1","25,1",3,,,"74,6",,,,,,"74,6",,,,"5,54","4,27","5,81","6,65"
