code,revenu_median,taux_pauvrete,gini,s80s20,annee
QP044004,13060.0,50.0,0.224,3.0,2018
QP044005,14560.0,39.7,0.238,3.3,2018
QP044006,13040.0,49.9,0.222,3.1,2018
QP044007,13230.0,48.5,0.215,2.9,2018
QP044008,13860.0,43.8,0.223,3.1,2018
QP044009,12880.0,51.4,0.206,2.9,2018
QP044010,13730.0,44.4,0.201,2.8,2018
QP044011,13550.0,45.1,0.195,2.7,2018
QP044012,14430.0,38.7,0.21,2.8,2018
QP044013,13320.0,47.3,0.234,3.3,2018
QP044014,13040.0,50.0,0.22,3.0,2018
QP044015,13380.0,45.7,0.195,2.6,2018
QP044016,14640.0,39.9,0.258,3.7,2018
QP044017,13400.0,46.2,0.225,3.0,2018
QP044018,14810.0,37.5,0.215,2.9,2018
QP044019,11930.0,63.1,0.214,3.0,2018
QP045001,14440.0,39.8,0.194,2.7,2018
QP045002,13000.0,50.6,0.226,3.1,2018
QP045003,12680.0,53.3,0.214,3.0,2018
QP045004,13860.0,44.4,0.222,3.1,2018
QP045005,12700.0,53.0,0.218,3.0,2018
QP045006,14370.0,42.6,0.243,3.3,2018
QP045007,13430.0,47.4,0.213,2.9,2018
QP045008,15990.0,30.3,0.246,3.4,2018
QP045009,14770.0,34.8,0.184,2.5,2018
QP045010,13250.0,47.6,0.212,3.0,2018
QP045011,13870.0,44.7,0.238,3.3,2018
QP045012,14000.0,42.7,0.223,3.1,2018
QP045013,13840.0,39.9,0.239,3.3,2018
QP045014,12150.0,58.2,0.221,3.0,2018
QP045015,14360.0,42.4,0.223,3.0,2018
QP045016,11880.0,62.2,0.195,2.7,2018
QP045017,13070.0,49.6,0.217,3.0,2018
QP045018,13330.0,49.2,0.194,2.6,2018
QP045019,12430.0,54.7,0.209,2.8,2018
QP046001,14570.0,41.9,0.26,3.7,2018
QP047001,11940.0,60.7,0.21,2.8,2018
QP047002,11980.0,61.9,0.187,2.6,2018
QP047003,15270.0,35.1,0.284,4.2,2018
QP047004,13920.0,41.6,0.232,3.2,2018
QP047005,13940.0,43.4,0.276,4.1,2018
QP047006,12990.0,50.8,0.236,3.2,2018
QP047007,14400.0,39.7,0.255,3.6,2018
QP049001,13910.0,44.0,0.21,2.9,2018
QP049002,13280.0,47.7,0.215,2.9,2018
QP049003,12910.0,50.8,0.221,2.9,2018
QP049004,12790.0,52.2,0.189,2.6,2018
QP049005,13000.0,50.5,0.214,2.9,2018
QP049006,14800.0,33.6,0.197,2.7,2018
QP049007,13410.0,47.7,0.205,2.8,2018
QP049008,12650.0,53.1,0.212,2.9,2018
QP049009,13280.0,47.6,0.181,2.5,2018
QP049010,13220.0,48.5,0.195,2.7,2018
QP049011,14600.0,36.4,0.203,2.8,2018
QP049012,14420.0,38.3,0.188,2.6,2018
QP049013,14000.0,43.3,0.215,3.0,2018
QP050001,14480.0,38.4,0.207,2.8,2018
QP050002,15180.0,36.8,0.204,2.8,2018
QP050003,13750.0,45.2,0.225,3.2,2018
QP050004,14370.0,41.2,0.198,2.7,2018
QP050005,13790.0,44.6,0.227,3.2,2018
QP050006,15830.0,33.0,0.211,3.0,2018
QP050007,15400.0,36.9,0.278,4.1,2018
QP051001,13130.0,49.3,0.218,3.0,2018
QP051002,12930.0,50.7,0.211,2.9,2018
QP051003,11750.0,61.1,0.212,2.9,2018
QP051004,13610.0,45.8,0.221,3.0,2018
QP051005,13190.0,48.7,0.212,2.9,2018
QP051006,13650.0,45.4,0.223,3.0,2018
QP051007,13400.0,48.4,0.229,3.0,2018
QP051008,13700.0,45.3,0.241,3.3,2018
QP051009,14510.0,42.3,0.241,3.2,2018
QP051010,14010.0,39.4,0.196,2.7,2018
QP051011,12570.0,54.3,0.187,2.5,2018
QP051012,13190.0,48.3,0.214,3.0,2018
QP052001,12750.0,50.9,0.207,2.8,2018
QP052002,13560.0,45.9,0.209,2.9,2018
QP052003,12830.0,52.5,0.205,2.7,2018
QP052004,13020.0,50.1,0.202,2.8,2018
QP053001,13020.0,50.4,0.185,2.5,2018
QP053002,12360.0,57.5,0.189,2.6,2018
QP053003,14210.0,41.7,0.209,2.8,2018
QP054001,13550.0,44.8,0.208,2.8,2018
QP054002,13290.0,48.5,0.292,4.7,2018
QP054003,14290.0,43.8,0.292,4.7,2018
QP054004,13280.0,48.3,0.278,4.0,2018
QP054005,13070.0,49.7,0.267,4.1,2018
QP054006,13620.0,43.5,0.22,3.0,2018
QP054007,14930.0,36.8,0.251,3.4,2018
QP054008,14370.0,38.3,0.247,3.4,2018
QP054009,15200.0,37.8,0.286,4.3,2018
QP054010,11810.0,58.5,0.224,3.0,2018
QP054011,12740.0,54.1,0.205,2.8,2018
QP054012,11590.0,62.7,0.21,2.9,2018
QP054013,13110.0,49.1,0.235,3.3,2018
QP054014,13210.0,48.5,0.21,2.9,2018
QP054015,12020.0,58.2,0.221,3.0,2018
QP054016,13520.0,46.8,0.233,3.2,2018
QP054017,15680.0,33.8,0.292,4.4,2018
QP054018,13710.0,43.6,0.209,2.8,2018
QP055001,13200.0,47.8,0.224,3.1,2018
QP055002,12080.0,56.0,0.204,2.7,2018
QP055003,14400.0,39.8,0.279,3.9,2018
QP056001,13720.0,46.3,0.206,2.8,2018
QP056002,12880.0,51.7,0.205,2.7,2018
QP056003,14550.0,40.4,0.218,3.0,2018
QP056004,13980.0,45.3,0.253,3.6,2018
QP056005,13310.0,48.5,0.242,3.3,2018
QP056006,11590.0,61.5,0.224,3.1,2018
QP056007,13350.0,47.3,0.197,2.7,2018
QP056008,12810.0,51.4,0.236,3.3,2018
QP056009,12890.0,51.1,0.206,2.8,2018
QP057001,14350.0,40.3,0.262,3.7,2018
QP057002,13650.0,45.0,0.2,2.7,2018
QP057003,12800.0,52.1,0.217,3.1,2018
QP057004,13090.0,49.3,0.242,3.4,2018
QP057005,13000.0,50.6,0.231,3.3,2018
QP057006,12540.0,52.5,0.22,3.0,2018
QP057007,13380.0,46.8,0.241,3.4,2018
QP057008,12220.0,57.0,0.226,3.1,2018
QP057009,12420.0,54.4,0.251,3.6,2018
QP057010,12710.0,53.5,0.191,2.5,2018
QP057011,13760.0,44.4,0.293,4.2,2018
QP057012,13630.0,44.9,0.192,2.6,2018
QP057013,13870.0,45.4,0.277,4.0,2018
QP057014,13600.0,42.9,0.192,2.6,2018
QP057015,14010.0,44.1,0.216,3.0,2018
QP057016,14170.0,42.8,0.205,2.8,2018
QP057017,13470.0,43.7,0.211,2.9,2018
QP057018,12460.0,56.1,0.215,3.0,2018
QP057019,12370.0,56.4,0.23,3.2,2018
QP057020,12620.0,53.9,0.223,3.1,2018
QP057021,12500.0,54.1,0.263,3.6,2018
QP057022,13490.0,46.9,0.264,3.8,2018
QP057023,13400.0,47.5,0.228,3.2,2018
QP057024,14440.0,38.9,0.2,2.6,2018
QP058001,12820.0,51.8,0.261,3.9,2018
QP058002,12790.0,52.2,0.213,2.9,2018
QP058003,12770.0,52.4,0.201,2.7,2018
QP058004,13890.0,46.4,0.221,3.1,2018
QP058005,13410.0,45.1,0.225,3.1,2018
QP059001,15260.0,32.1,0.202,2.7,2018
QP059002,14590.0,37.9,0.214,2.9,2018
QP059003,14930.0,35.3,0.183,2.4,2018
QP059004,11930.0,60.4,0.188,2.5,2018
QP059005,13510.0,45.0,0.205,2.7,2018
QP059006,13760.0,43.5,0.207,2.8,2018
QP059007,13840.0,41.2,0.188,2.6,2018
QP059008,12890.0,52.3,0.224,3.0,2018
QP059009,12080.0,58.6,0.205,2.8,2018
QP059010,14420.0,37.5,0.226,3.0,2018
QP059011,13670.0,46.3,0.224,3.0,2018
QP059012,14590.0,39.0,0.247,3.4,2018
QP059013,13370.0,46.9,0.206,2.8,2018
QP059014,13000.0,50.4,0.232,3.1,2018
QP059015,11880.0,58.9,0.213,2.7,2018
QP059016,11250.0,66.3,0.209,2.8,2018
QP059017,11560.0,63.4,0.212,2.9,2018
QP059018,12850.0,52.8,0.23,3.1,2018
QP059019,13100.0,49.5,0.233,3.2,2018
QP059020,13830.0,44.5,0.235,3.2,2018
QP059021,14240.0,41.0,0.226,3.1,2018
QP059022,13500.0,45.4,0.207,2.9,2018
QP059023,13450.0,48.5,0.29,4.1,2018
QP059024,12680.0,53.6,0.221,2.8,2018
QP059025,15390.0,31.8,0.233,3.2,2018
QP059026,14880.0,36.7,0.247,3.6,2018
QP059027,14310.0,39.1,0.229,3.1,2018
QP059028,13040.0,49.8,0.204,2.7,2018
QP059029,12580.0,54.1,0.192,2.6,2018
QP059030,13330.0,47.6,0.211,2.9,2018
QP059031,13480.0,45.9,0.226,3.0,2018
QP059032,14910.0,40.9,0.227,3.1,2018
QP059033,14160.0,38.7,0.203,2.7,2018
QP059034,14870.0,34.3,0.23,3.1,2018
QP059035,15130.0,33.3,0.205,2.7,2018
QP059036,14320.0,41.5,0.197,2.6,2018
QP059037,14420.0,39.9,0.201,2.7,2018
QP059038,14580.0,39.7,0.192,2.6,2018
QP059039,14100.0,41.7,0.179,2.4,2018
QP059040,13750.0,44.1,0.202,2.7,2018
QP059041,14050.0,41.2,0.2,2.7,2018
QP059042,14680.0,38.9,0.311,4.4,2018
QP059043,14760.0,39.4,0.256,3.5,2018
QP059044,13220.0,48.1,0.255,3.5,2018
QP059045,14530.0,38.1,0.195,2.6,2018
QP059046,14320.0,42.9,0.379,6.0,2018
QP059047,14280.0,41.8,0.234,3.2,2018
QP059048,14020.0,44.3,0.229,3.1,2018
QP059049,14990.0,34.5,0.213,2.9,2018
QP059050,13190.0,48.9,0.234,3.2,2018
QP059051,13350.0,47.3,0.211,2.8,2018
QP059052,13160.0,48.4,0.21,2.9,2018
QP059053,14980.0,34.4,0.206,2.7,2018
QP059054,13940.0,39.9,0.208,2.9,2018
QP059055,14040.0,42.4,0.194,2.6,2018
QP059056,13460.0,45.3,0.211,2.8,2018
QP059057,13510.0,45.7,0.181,2.5,2018
QP059058,16150.0,29.1,0.216,3.0,2018
QP059059,14370.0,37.1,0.19,2.6,2018
QP059060,13120.0,49.0,0.209,2.9,2018
QP059061,12900.0,51.4,0.216,3.0,2018
QP059062,13640.0,45.8,0.215,3.0,2018
QP059063,15210.0,37.4,0.277,4.0,2018
QP059064,13300.0,48.0,0.201,2.7,2018
QP059065,13070.0,49.9,0.268,3.6,2018
QP059066,13170.0,48.9,0.214,2.9,2018
QP059067,13760.0,43.0,0.224,3.1,2018
QP059068,14460.0,40.4,0.215,3.0,2018
QP059069,13630.0,44.5,0.213,2.9,2018
QP059070,14020.0,43.3,0.192,2.5,2018
QP059071,13700.0,44.2,0.215,2.9,2018
QP059072,13840.0,43.2,0.206,2.7,2018
QP059073,12670.0,52.1,0.227,3.1,2018
QP059074,13380.0,47.6,0.273,3.9,2018
QP059075,14880.0,39.9,0.3,4.5,2018
QP059076,13850.0,45.5,0.214,2.9,2018
QP059077,13790.0,44.0,0.195,2.7,2018
QP059078,14770.0,37.8,0.216,3.0,2018
QP059079,13430.0,48.1,0.205,2.8,2018
QP059080,14290.0,40.2,0.225,3.1,2018
QP059081,13270.0,48.2,0.212,2.9,2018
QP059082,12940.0,51.0,0.246,3.4,2018
QP059083,12910.0,50.4,0.198,2.7,2018
QP059084,14100.0,40.3,0.204,2.8,2018
QP059085,14670.0,40.1,0.248,3.5,2018
QP059086,14740.0,38.8,0.24,3.3,2018
QP059087,12030.0,58.6,0.225,3.0,2018
QP059088,15300.0,35.2,0.224,3.1,2018
QP059089,13860.0,42.6,0.205,2.8,2018
QP059090,13910.0,42.8,0.232,3.2,2018
QP059091,14870.0,36.6,0.19,2.6,2018
QP060001,13180.0,49.0,0.216,3.0,2018
QP060002,13520.0,46.0,0.215,2.9,2018
QP060003,13660.0,43.9,0.216,2.9,2018
QP060004,14140.0,41.6,0.231,3.2,2018
QP060005,14670.0,38.4,0.215,3.0,2018
QP060006,13520.0,45.8,0.225,3.1,2018
QP060007,13510.0,46.2,0.216,3.0,2018
QP060008,14280.0,41.0,0.196,2.7,2018
QP060009,13070.0,49.9,0.233,3.4,2018
QP060010,12760.0,52.8,0.211,2.9,2018
QP060011,13420.0,47.5,0.22,3.0,2018
QP060012,14040.0,41.0,0.208,2.9,2018
QP060013,13070.0,49.5,0.211,3.0,2018
QP060014,14160.0,43.3,0.206,2.8,2018
QP060015,15160.0,32.4,0.204,2.8,2018
QP060016,15600.0,29.3,0.195,2.7,2018
QP060017,13620.0,43.2,0.207,2.9,2018
QP060018,12110.0,57.2,0.23,3.1,2018
QP061001,14380.0,40.8,0.208,2.9,2018
QP061002,13900.0,44.0,0.238,3.2,2018
QP061003,12140.0,57.9,0.207,2.8,2018
QP061004,13160.0,49.0,0.215,2.9,2018
QP061005,11660.0,63.1,0.205,2.8,2018
QP061006,12000.0,61.0,0.234,3.2,2018
QP061007,12930.0,50.8,0.212,2.9,2018
QP062001,15400.0,34.5,0.217,2.9,2018
QP062002,14500.0,35.7,0.19,2.6,2018
QP062003,14700.0,36.0,0.195,2.7,2018
QP062004,13620.0,45.3,0.246,3.3,2018
QP062005,14120.0,40.8,0.198,2.6,2018
QP062006,14310.0,37.7,0.2,2.7,2018
QP062007,14620.0,36.4,0.209,2.9,2018
QP062008,13110.0,49.3,0.225,3.1,2018
QP062009,14670.0,40.3,0.257,3.5,2018
QP062010,14450.0,41.2,0.232,3.1,2018
QP062011,13430.0,46.7,0.215,2.9,2018
QP062012,13810.0,43.2,0.201,2.8,2018
QP062013,14420.0,37.8,0.21,2.9,2018
QP062014,12950.0,50.9,0.203,2.8,2018
QP062015,14010.0,45.1,0.223,3.1,2018
QP062016,14990.0,33.4,0.205,2.8,2018
QP062017,13620.0,43.3,0.188,2.5,2018
QP062018,14240.0,40.7,0.19,2.6,2018
QP062019,13080.0,49.7,0.206,2.8,2018
QP062020,13520.0,46.4,0.198,2.6,2018
QP062021,13650.0,44.5,0.211,2.8,2018
QP062022,14500.0,36.7,0.192,2.6,2018
QP062023,14070.0,42.4,0.199,2.7,2018
QP062024,13700.0,43.5,0.223,3.0,2018
QP062025,12890.0,51.6,0.221,3.0,2018
QP062026,13470.0,47.6,0.254,3.4,2018
QP062027,12940.0,51.0,0.209,2.8,2018
QP062028,13570.0,44.9,0.217,2.9,2018
QP062029,14250.0,38.4,0.191,2.6,2018
QP062030,13320.0,47.4,0.2,2.6,2018
QP062031,14350.0,37.9,0.178,2.4,2018
QP062032,14130.0,43.5,0.208,2.8,2018
QP062033,13560.0,45.9,0.221,3.0,2018
QP062034,13120.0,50.0,0.194,2.6,2018
QP062035,14990.0,34.3,0.207,2.8,2018
QP062036,11910.0,60.0,0.187,2.5,2018
QP062037,14510.0,40.9,0.281,3.9,2018
QP062038,15210.0,34.6,0.205,2.9,2018
QP062039,12870.0,51.4,0.225,2.9,2018
QP062040,14790.0,33.5,0.193,2.7,2018
QP062041,14050.0,40.8,0.213,2.9,2018
QP062042,12660.0,53.1,0.218,2.9,2018
QP062043,13640.0,47.1,0.2,2.7,2018
QP062044,12970.0,50.6,0.196,2.6,2018
QP062045,13810.0,42.3,0.193,2.6,2018
QP062046,13740.0,44.5,0.177,2.4,2018
QP062047,13510.0,45.8,0.2,2.7,2018
QP062048,14370.0,39.7,0.218,2.9,2018
QP062049,14220.0,42.7,0.197,2.7,2018
QP062050,13990.0,40.4,0.299,4.3,2018
QP062051,13140.0,49.2,0.196,2.6,2018
QP062052,14870.0,40.5,0.211,2.8,2018
QP062053,14390.0,38.1,0.186,2.5,2018
QP062054,13060.0,49.8,0.182,2.5,2018
QP062055,13130.0,49.3,0.225,3.0,2018
QP062056,11760.0,61.4,0.199,2.7,2018
QP062057,13900.0,45.6,0.268,3.7,2018
QP062058,14080.0,42.4,0.267,3.6,2018
QP062059,13790.0,42.2,0.207,2.8,2018
QP062060,13130.0,49.2,0.192,2.6,2018
QP062061,12750.0,52.9,0.215,2.9,2018
QP062062,12550.0,53.6,0.22,3.0,2018
QP062063,15240.0,37.7,0.26,3.5,2018
QP062064,13730.0,44.1,0.207,2.8,2018
QP063001,14110.0,43.0,0.213,2.8,2018
QP063002,12230.0,54.7,0.239,3.4,2018
QP063003,12700.0,53.0,0.228,3.1,2018
QP063004,12540.0,53.7,0.227,3.1,2018
QP063005,13320.0,48.9,0.209,2.9,2018
QP063006,13830.0,43.1,0.206,2.8,2018
QP063007,13610.0,45.6,0.266,3.7,2018
QP064001,15170.0,33.5,0.235,3.3,2018
QP064002,14280.0,39.9,0.205,2.8,2018
QP064003,12990.0,50.3,0.225,3.1,2018
QP064004,12030.0,60.7,0.192,2.6,2018
QP065001,11900.0,62.1,0.211,2.8,2018
QP065002,12550.0,55.1,0.21,2.9,2018
QP065003,14180.0,41.6,0.253,3.6,2018
QP065004,13490.0,47.1,0.199,2.8,2018
QP066001,15710.0,30.6,0.243,3.4,2018
QP066002,13630.0,45.9,0.27,3.8,2018
QP066003,13310.0,46.0,0.247,3.4,2018
QP066004,10850.0,71.3,0.198,2.6,2018
QP066005,11490.0,64.9,0.248,3.5,2018
QP066006,10750.0,69.8,0.253,3.6,2018
QP066007,13710.0,45.3,0.279,4.0,2018
QP066008,12620.0,53.2,0.332,5.3,2018
QP066009,12410.0,55.6,0.185,2.5,2018
QP066010,11090.0,72.3,0.199,2.7,2018
QP067001,15310.0,33.4,0.246,3.4,2018
QP067002,13610.0,46.4,0.264,3.9,2018
QP067003,14910.0,35.9,0.236,3.1,2018
QP067004,13310.0,48.2,0.211,2.9,2018
QP067005,12760.0,53.7,0.209,2.8,2018
QP067006,13470.0,46.3,0.203,2.8,2018
QP067007,16200.0,31.7,0.237,3.3,2018
QP067008,13840.0,42.9,0.205,2.8,2018
QP067009,12960.0,50.3,0.21,2.9,2018
QP067010,13060.0,49.7,0.205,2.8,2018
QP067011,13170.0,48.9,0.224,3.1,2018
QP067012,13850.0,44.7,0.241,3.4,2018
QP067013,13550.0,45.8,0.223,3.1,2018
QP067014,12820.0,51.6,0.218,3.0,2018
QP067015,14310.0,42.5,0.282,4.1,2018
QP067016,13140.0,48.9,0.217,3.0,2018
QP067017,13540.0,45.1,0.215,3.0,2018
QP067018,14370.0,42.3,0.294,4.3,2018
QP067019,12730.0,53.9,0.204,2.7,2018
QP067020,13040.0,49.9,0.222,3.0,2018
QP067021,14040.0,42.0,0.23,3.1,2018
QP068001,12770.0,52.1,0.245,3.3,2018
QP068002,13560.0,45.4,0.228,3.2,2018
QP068003,12480.0,55.7,0.22,3.0,2018
QP068004,13450.0,45.1,0.206,2.8,2018
QP068005,13570.0,46.2,0.267,4.0,2018
QP068006,13990.0,42.7,0.234,3.2,2018
QP068007,14260.0,42.7,0.307,4.3,2018
QP068008,14260.0,36.6,0.22,3.1,2018
QP068009,15280.0,36.6,0.273,3.9,2018
QP068010,14550.0,34.6,0.212,2.9,2018
QP069001,16150.0,31.9,0.223,3.1,2018
QP069002,15160.0,34.9,0.254,3.4,2018
QP069003,15950.0,27.4,0.228,3.1,2018
QP069004,14540.0,38.7,0.246,3.6,2018
QP069005,13980.0,41.5,0.185,2.5,2018
QP069006,14070.0,41.8,0.231,3.1,2018
QP069007,13010.0,50.3,0.235,3.3,2018
QP069008,12600.0,54.4,0.213,3.0,2018
QP069009,14070.0,40.3,0.175,2.4,2018
QP069010,13210.0,48.4,0.226,3.1,2018
QP069011,14090.0,42.1,0.227,3.1,2018
QP069012,12610.0,54.2,0.203,2.7,2018
QP069013,13830.0,45.7,0.248,3.6,2018
QP069014,13880.0,44.3,0.235,3.3,2018
QP069015,12960.0,50.9,0.224,3.1,2018
QP069016,13790.0,44.3,0.216,3.0,2018
QP069017,15590.0,30.0,0.205,2.8,2018
QP069018,13400.0,46.8,0.218,3.1,2018
QP069019,14410.0,39.5,0.237,3.2,2018
QP069020,14010.0,42.0,0.216,3.0,2018
QP069021,14340.0,40.9,0.218,3.1,2018
QP069022,14330.0,39.6,0.246,3.4,2018
QP069023,14530.0,40.0,0.225,3.1,2018
QP069024,12780.0,53.9,0.223,3.0,2018
QP069025,15440.0,33.8,0.265,3.7,2018
QP069026,13750.0,44.0,0.198,2.7,2018
QP069027,14710.0,35.9,0.201,2.7,2018
QP069028,14530.0,38.6,0.218,3.0,2018
QP069029,14690.0,35.8,0.223,3.1,2018
QP069030,14750.0,36.7,0.222,3.1,2018
QP069031,14120.0,41.7,0.208,2.8,2018
QP069032,14370.0,39.7,0.217,3.1,2018
QP069033,13660.0,44.9,0.207,2.8,2018
QP069034,13990.0,41.4,0.2,2.7,2018
QP069035,14460.0,38.8,0.221,3.1,2018
QP069036,13960.0,41.1,0.23,3.1,2018
QP069037,14450.0,39.4,0.23,3.2,2018
QP069038,14670.0,36.2,0.215,2.9,2018
QP069039,13450.0,46.5,0.226,3.2,2018
QP069040,14900.0,36.0,0.246,3.4,2018
QP069041,14890.0,37.0,0.228,3.1,2018
QP069042,14820.0,41.0,0.324,5.7,2018
QP069043,13900.0,41.2,0.212,3.0,2018
QP070001,13130.0,49.1,0.213,3.0,2018
QP070002,13050.0,49.7,0.205,2.8,2018
QP070003,12630.0,52.8,0.212,2.9,2018
QP070004,13510.0,45.3,0.206,2.9,2018
QP070005,13380.0,46.7,0.19,2.6,2018
QP071001,13120.0,49.6,0.192,2.6,2018
QP071002,11540.0,,0.215,3.0,2018
QP071003,13170.0,48.6,0.206,2.8,2018
QP071004,12030.0,60.3,0.213,3.1,2018
QP071005,12900.0,51.1,0.228,3.3,2018
QP071006,13490.0,46.4,0.214,2.9,2018
QP071007,13580.0,45.9,0.199,2.7,2018
QP071008,14080.0,42.4,0.224,3.1,2018
QP071009,13550.0,44.4,0.209,2.9,2018
QP071010,15120.0,34.7,0.239,3.4,2018
QP071011,13990.0,43.0,0.213,2.9,2018
QP071012,14170.0,39.6,0.204,2.7,2018
QP071013,14850.0,35.5,0.2,2.7,2018
QP072001,13980.0,41.3,0.186,2.5,2018
QP072002,14380.0,40.6,0.213,3.0,2018
QP072003,12050.0,58.0,0.205,2.8,2018
QP072004,12640.0,53.5,0.216,3.0,2018
QP072005,11960.0,59.8,0.234,3.3,2018
QP072006,12790.0,53.1,0.23,3.2,2018
QP072007,14140.0,43.6,0.214,3.0,2018
QP073001,14900.0,36.4,0.26,3.5,2018
QP073002,14200.0,41.3,0.212,2.9,2018
QP073003,15980.0,29.8,0.217,3.1,2018
QP073004,13550.0,45.1,0.207,2.8,2018
QP074001,14990.0,34.4,0.263,3.8,2018
QP074002,13030.0,50.3,0.274,4.0,2018
QP074003,15890.0,30.5,0.205,2.9,2018
QP074004,14600.0,36.7,0.241,3.3,2018
QP074005,13870.0,45.4,0.345,6.5,2018
QP074006,16040.0,30.8,0.222,3.0,2018
QP075001,15760.0,31.1,0.251,3.6,2018
QP075002,17630.0,26.3,0.328,5.3,2018
QP075003,15910.0,35.2,0.318,5.1,2018
QP075004,14930.0,35.5,0.305,4.6,2018
QP075005,18620.0,,0.264,4.2,2018
QP075006,16580.0,32.8,0.284,4.1,2018
QP075007,15770.0,34.0,0.239,3.4,2018
QP075008,14890.0,38.0,0.244,3.4,2018
QP075009,16550.0,32.0,0.312,4.8,2018
QP075010,15450.0,34.8,0.278,4.1,2018
QP075011,16700.0,31.0,0.293,4.5,2018
QP075012,16230.0,34.8,0.345,5.7,2018
QP075013,14550.0,40.0,0.239,3.4,2018
QP075014,15420.0,37.4,0.308,5.0,2018
QP075015,16080.0,33.3,0.29,4.4,2018
QP075016,15560.0,35.1,0.291,4.3,2018
QP075017,15150.0,35.7,0.26,3.6,2018
QP075018,16170.0,33.3,0.292,4.1,2018
QP075019,15640.0,34.3,0.249,3.6,2018
QP075020,17970.0,31.1,0.356,6.3,2018
QP076001,13290.0,47.4,0.183,2.5,2018
QP076002,13760.0,45.2,0.198,2.7,2018
QP076003,13800.0,44.1,0.204,2.8,2018
QP076004,14740.0,39.3,0.187,2.5,2018
QP076005,13810.0,44.2,0.209,2.9,2018
QP076006,13900.0,43.3,0.237,3.3,2018
QP076007,13230.0,48.0,0.216,3.0,2018
QP076008,13580.0,45.6,0.206,2.7,2018
QP076009,15450.0,32.0,0.203,2.8,2018
QP076010,13720.0,45.1,0.212,2.9,2018
QP076011,13810.0,44.4,0.209,2.9,2018
QP076012,13880.0,43.6,0.205,2.8,2018
QP076013,13110.0,49.8,0.197,2.7,2018
QP076014,13870.0,43.8,0.235,3.3,2018
QP076015,13200.0,48.9,0.207,2.8,2018
QP076016,13890.0,43.3,0.211,2.8,2018
QP076017,14030.0,41.6,0.207,2.8,2018
QP076018,13440.0,47.0,0.216,3.1,2018
QP076019,13660.0,42.9,0.191,2.5,2018
QP076020,12990.0,50.3,0.205,2.8,2018
QP076021,12900.0,51.5,0.205,2.9,2018
QP076022,12030.0,59.4,0.224,3.2,2018
QP076023,12170.0,58.6,0.213,3.0,2018
QP076024,14540.0,39.0,0.22,3.0,2018
QP076025,15020.0,39.9,0.213,2.9,2018
QP076026,13490.0,45.0,0.206,2.8,2018
QP076027,14310.0,41.7,0.193,2.6,2018
QP076028,14410.0,40.1,0.194,2.7,2018
QP077001,14520.0,39.5,0.211,2.9,2018
QP077002,15600.0,34.5,0.227,3.2,2018
QP077003,14170.0,39.6,0.192,2.6,2018
QP077004,15430.0,31.6,0.202,2.8,2018
QP077005,15290.0,35.0,0.226,3.2,2018
QP077006,15740.0,31.5,0.232,3.3,2018
QP077007,16590.0,29.7,0.239,3.4,2018
QP077008,14730.0,36.6,0.216,3.0,2018
QP077009,14990.0,35.1,0.217,3.0,2018
QP077010,14140.0,42.1,0.222,3.1,2018
QP077011,14160.0,40.0,0.213,3.0,2018
QP077012,15150.0,32.9,0.212,2.9,2018
QP077013,14480.0,39.9,0.226,3.2,2018
QP077014,12150.0,56.9,0.221,3.0,2018
QP077015,13750.0,43.7,0.259,3.8,2018
QP077016,15100.0,36.3,0.223,3.1,2018
QP077017,13300.0,48.2,0.213,2.9,2018
QP077018,16170.0,25.4,0.191,2.6,2018
QP077019,14390.0,39.3,0.217,3.1,2018
QP077020,14160.0,40.0,0.201,2.8,2018
QP077021,16830.0,31.5,0.234,3.3,2018
QP077022,15750.0,31.7,0.228,3.2,2018
QP077023,15620.0,30.1,0.212,3.0,2018
QP077024,16830.0,30.4,0.244,3.5,2018
QP078001,13790.0,44.3,0.227,3.2,2018
QP078002,14010.0,42.4,0.22,3.1,2018
QP078003,13440.0,45.1,0.211,2.8,2018
QP078004,16290.0,28.8,0.231,3.4,2018
QP078005,15580.0,29.5,0.22,3.1,2018
QP078006,15800.0,30.9,0.222,3.1,2018
QP078007,15580.0,33.0,0.231,3.3,2018
QP078008,15420.0,34.3,0.226,3.2,2018
QP078009,15060.0,36.7,0.232,3.2,2018
QP078010,14010.0,42.1,0.204,2.8,2018
QP078011,14710.0,37.1,0.222,3.1,2018
QP078012,15400.0,33.4,0.225,3.1,2018
QP078013,14170.0,41.6,0.21,2.9,2018
QP078014,16330.0,27.2,0.196,2.6,2018
QP078015,16480.0,29.0,0.232,3.2,2018
QP078016,18000.0,,0.223,3.1,2018
QP078017,14520.0,38.3,0.207,2.9,2018
QP078018,16100.0,29.8,0.21,2.7,2018
QP078019,15580.0,31.9,0.223,3.2,2018
QP078020,15130.0,33.2,0.213,2.9,2018
QP078021,14800.0,37.0,0.215,3.0,2018
QP078022,16700.0,25.7,0.228,3.3,2018
QP079001,11970.0,60.0,0.21,2.8,2018
QP079002,12780.0,53.2,0.236,3.2,2018
QP079003,14350.0,42.7,0.301,4.4,2018
QP079004,13020.0,50.1,0.215,2.9,2018
QP079005,13020.0,50.4,0.229,3.1,2018
QP080001,12050.0,58.1,0.202,2.8,2018
QP080002,13390.0,47.4,0.196,2.7,2018
QP080003,12590.0,53.4,0.224,3.1,2018
QP080004,13740.0,44.3,0.26,3.8,2018
QP080005,13330.0,47.1,0.204,2.8,2018
