code,revenu_median,taux_pauvrete,part_monoparental,part_locataires,annee,gini,s80s20
QP087004,12086.0,48.8,16.6,80.9,2012,,
QP087005,10740.0,58.5,19.7,88.3,2012,,
QP087006,12040.0,48.2,19.6,88.4,2012,,
QP087007,13759.0,36.2,15.6,83.8,2012,,
QP087008,13098.0,40.4,19.9,90.4,2012,,
QP087009,13833.0,38.7,17.5,83.6,2012,,
QP088001,12136.0,48.5,24.0,91.3,2012,,
QP088002,11208.0,57.2,21.2,90.8,2012,,
QP088003,12419.0,44.8,26.9,95.0,2012,,
QP088004,12903.0,41.6,,77.1,2012,,
QP088005,11942.0,49.3,19.3,89.9,2012,,
QP088006,11938.0,49.4,19.2,91.0,2012,,
QP089001,13219.0,40.0,17.0,86.3,2012,,
QP089002,12534.0,43.6,18.5,87.5,2012,,
QP089003,11380.0,52.7,22.8,95.0,2012,,
QP089004,12438.0,44.3,21.5,83.3,2012,,
QP089005,11551.0,54.3,22.1,95.0,2012,,
QP089006,12175.0,47.9,19.7,94.3,2012,,
QP089007,13446.0,37.5,22.2,94.4,2012,,
QP090001,13953.0,33.7,16.8,94.9,2012,,
QP090002,11297.0,56.1,11.3,88.8,2012,,
QP090003,13567.0,38.5,15.7,90.3,2012,,
QP090004,12591.0,44.5,15.0,78.9,2012,,
QP090005,12814.0,41.5,,80.4,2012,,
QP091001,15728.0,26.4,21.0,77.7,2012,,
QP091002,11738.0,51.0,15.6,90.2,2012,,
QP091003,14003.0,36.2,18.4,80.7,2012,,
QP091004,13847.0,33.8,18.9,,2012,,
QP091005,14469.0,32.8,16.3,78.8,2012,,
QP091006,13884.0,34.3,19.4,95.0,2012,,
QP091007,14583.0,29.0,23.2,95.0,2012,,
QP091008,13659.0,34.8,21.3,,2012,,
QP091009,14640.0,30.3,21.8,87.8,2012,,
QP091010,14084.0,35.9,18.4,95.0,2012,,
QP091011,12855.0,40.5,26.4,,2012,,
QP091012,14200.0,31.5,21.7,89.0,2012,,
QP091013,13934.0,32.9,21.2,,2012,,
QP091014,14879.0,28.5,19.7,,2012,,
QP091015,14031.0,34.5,22.2,,2012,,
QP091016,14288.0,33.0,24.1,86.7,2012,,
QP091017,13793.0,36.9,16.5,75.0,2012,,
QP091018,14418.0,28.9,21.3,82.3,2012,,
QP091019,14050.0,33.6,18.6,78.4,2012,,
QP091020,13731.0,38.8,,28.1,2012,,
QP091021,14255.0,29.4,22.9,,2012,,
QP091022,14412.0,32.6,13.6,93.9,2012,,
QP091023,15000.0,30.5,19.4,90.2,2012,,
QP091024,15125.0,33.0,15.3,61.9,2012,,
QP091025,15092.0,30.2,16.1,69.5,2012,,
QP091026,13289.0,39.6,20.1,89.3,2012,,
QP091027,11544.0,52.5,15.6,47.5,2012,,
QP091028,14572.0,30.7,18.4,95.0,2012,,
QP091029,14708.0,26.9,19.5,,2012,,
QP091030,14584.0,34.3,18.5,63.7,2012,,
QP091031,14022.0,33.5,24.4,,2012,,
QP091032,14195.0,32.5,24.8,,2012,,
QP091033,14161.0,33.7,20.0,95.0,2012,,
QP091034,14340.0,31.7,20.9,85.0,2012,,
QP091035,9692.0,56.6,,76.9,2012,,
QP091036,14241.0,32.7,19.1,,2012,,
QP091037,13289.0,36.7,18.2,86.1,2012,,
QP091038,12350.0,47.4,21.7,95.0,2012,,
QP091039,14740.0,29.1,18.1,95.0,2012,,
QP092001,14634.0,31.3,18.4,89.3,2012,,
QP092002,13532.0,37.8,21.2,,2012,,
QP092003,14711.0,29.4,17.2,95.0,2012,,
QP092004,14542.0,30.7,20.8,,2012,,
QP092005,14479.0,30.8,20.9,95.0,2012,,
QP092006,13610.0,37.0,15.1,,2012,,
QP092007,14237.0,32.8,19.3,95.0,2012,,
QP092008,14356.0,30.7,16.8,,2012,,
QP092009,14945.0,28.1,15.0,,2012,,
QP092010,14449.0,29.4,17.5,95.0,2012,,
QP092011,14400.0,31.5,16.2,92.4,2012,,
QP092012,14261.0,31.3,18.3,,2012,,
QP092013,14353.0,34.2,14.2,90.9,2012,,
QP092014,11241.0,53.1,9.1,75.4,2012,,
QP092015,13605.0,37.7,17.1,92.2,2012,,
QP092016,13508.0,38.0,18.2,95.0,2012,,
QP092017,13386.0,38.0,11.4,82.2,2012,,
QP092018,11967.0,49.5,12.5,95.0,2012,,
QP092019,14517.0,30.4,18.1,85.0,2012,,
QP092020,14814.0,28.4,16.9,,2012,,
QP092021,12823.0,43.4,20.8,,2012,,
QP093001,14388.0,37.5,16.4,77.6,2012,,
QP093002,14576.0,31.7,19.0,95.0,2012,,
QP093003,11800.0,50.6,15.4,75.6,2012,,
QP093004,13417.0,38.7,16.1,83.1,2012,,
QP093005,14571.0,31.6,15.1,95.0,2012,,
QP093006,13141.0,44.6,,48.3,2012,,
QP093007,13271.0,39.1,21.6,95.0,2012,,
QP093008,11741.0,50.8,12.8,,2012,,
QP093009,13940.0,37.6,15.8,84.3,2012,,
QP093010,13535.0,37.8,17.2,93.8,2012,,
QP093011,13437.0,39.2,17.4,85.6,2012,,
QP093012,12471.0,46.6,17.6,85.2,2012,,
QP093013,14171.0,33.3,20.2,,2012,,
QP093014,13419.0,38.9,18.2,83.0,2012,,
QP093015,13655.0,38.7,19.4,84.8,2012,,
QP093016,14066.0,36.1,19.0,94.0,2012,,
QP093017,14838.0,32.0,17.1,78.9,2012,,
QP093018,12947.0,44.2,17.8,91.3,2012,,
QP093019,14921.0,32.5,20.0,90.9,2012,,
QP093020,14449.0,32.0,19.3,81.8,2012,,
QP093021,12939.0,40.7,18.9,95.0,2012,,
QP093022,13389.0,38.6,21.5,95.0,2012,,
QP093023,14621.0,35.0,14.6,73.1,2012,,
QP093024,12432.0,47.0,12.1,81.4,2012,,
QP093025,13269.0,39.2,22.6,,2012,,
QP093026,13201.0,37.5,17.5,95.0,2012,,
QP093027,14452.0,31.8,20.2,,2012,,
QP093028,13034.0,41.9,14.5,77.3,2012,,
QP093029,13856.0,36.6,17.5,71.6,2012,,
QP093030,13410.0,38.9,18.9,90.5,2012,,
QP093031,14081.0,34.4,16.5,77.6,2012,,
QP093032,14525.0,31.0,19.8,,2012,,
QP093033,14290.0,33.6,18.4,85.3,2012,,
QP093034,12285.0,48.1,20.9,,2012,,
QP093035,12846.0,43.2,16.9,78.2,2012,,
QP093036,11706.0,50.5,16.8,80.4,2012,,
QP093037,14248.0,37.3,12.5,79.5,2012,,
QP093038,15644.0,34.3,14.4,74.8,2012,,
QP093039,14405.0,35.2,15.2,75.5,2012,,
QP093040,12421.0,46.6,20.3,,2012,,
QP093041,12679.0,46.8,12.8,76.5,2012,,
QP093042,13659.0,37.7,17.2,80.8,2012,,
QP093043,13188.0,41.9,14.9,77.5,2012,,
QP093044,14149.0,36.0,17.2,90.4,2012,,
QP093045,15114.0,32.9,14.7,80.2,2012,,
QP093046,13671.0,37.1,20.9,94.8,2012,,
QP093047,14682.0,35.5,14.6,82.3,2012,,
QP093048,13158.0,40.1,20.3,90.8,2012,,
QP093049,13969.0,35.8,16.0,85.7,2012,,
QP093050,13169.0,37.9,18.2,78.5,2012,,
QP093051,13478.0,35.3,20.2,81.8,2012,,
QP093052,14260.0,32.0,20.2,74.4,2012,,
QP093053,13359.0,38.5,20.5,92.7,2012,,
QP093054,13180.0,39.3,18.6,87.1,2012,,
QP093055,13621.0,36.7,18.4,81.4,2012,,
QP093056,14846.0,29.5,19.2,86.7,2012,,
QP093057,13815.0,34.8,21.6,,2012,,
QP093058,14421.0,31.8,22.9,95.0,2012,,
QP093059,13789.0,38.2,16.1,75.5,2012,,
QP093060,14489.0,32.3,16.1,70.1,2012,,
QP093061,15023.0,29.3,22.1,83.8,2012,,
QP093062,13695.0,37.2,21.6,90.1,2012,,
QP093063,15053.0,28.5,17.5,81.4,2012,,
QP094001,14356.0,36.9,24.4,,2012,,
QP094002,15277.0,29.7,16.4,94.7,2012,,
QP094003,15105.0,28.9,21.0,82.7,2012,,
QP094004,12292.0,46.7,13.7,95.0,2012,,
QP094005,13467.0,36.9,21.8,95.0,2012,,
QP094006,14504.0,30.6,,76.1,2012,,
QP094007,15229.0,28.1,17.5,86.3,2012,,
QP094008,14197.0,35.8,15.8,80.9,2012,,
QP094009,12884.0,43.2,12.1,83.5,2012,,
QP094010,14559.0,34.9,15.1,83.9,2012,,
QP094011,14854.0,30.7,23.3,,2012,,
QP094012,14467.0,33.1,19.5,93.4,2012,,
QP094013,14481.0,33.1,16.2,85.3,2012,,
QP094014,14152.0,31.5,20.1,95.0,2012,,
QP094015,13469.0,36.6,20.8,,2012,,
QP094016,14836.0,32.7,17.7,93.0,2012,,
QP094017,14439.0,30.0,19.8,,2012,,
QP094018,14108.0,33.3,19.2,85.4,2012,,
QP094019,13730.0,37.1,17.0,95.0,2012,,
QP094020,14066.0,32.3,,,2012,,
QP094021,13985.0,34.7,21.7,,2012,,
QP094022,14305.0,28.4,19.0,95.0,2012,,
QP094023,13827.0,36.5,20.1,95.0,2012,,
QP094024,13919.0,35.9,18.3,95.0,2012,,
QP094025,8820.0,65.1,,70.2,2012,,
QP094026,13434.0,37.2,20.7,,2012,,
QP094027,13387.0,38.4,17.8,95.0,2012,,
QP094028,13764.0,37.5,16.2,86.5,2012,,
QP094029,14417.0,36.7,22.4,,2012,,
QP094030,14598.0,34.2,19.4,89.3,2012,,
QP094031,14634.0,27.4,17.3,81.5,2012,,
QP094032,13528.0,37.9,19.9,,2012,,
QP094033,14517.0,34.8,17.5,95.0,2012,,
QP094034,14501.0,31.0,18.3,,2012,,
QP094035,14172.0,32.9,21.1,88.3,2012,,
QP094036,14047.0,35.4,20.5,93.8,2012,,
QP094037,13138.0,42.2,13.7,69.2,2012,,
QP094038,14575.0,32.5,17.8,87.3,2012,,
QP094039,14727.0,30.9,20.0,,2012,,
QP094040,14262.0,38.4,16.7,77.0,2012,,
QP094041,13332.0,40.1,18.4,85.1,2012,,
QP094042,15380.0,24.6,22.3,,2012,,
QP095001,15050.0,25.0,24.0,,2012,,
QP095002,9344.0,69.3,,,2012,,
QP095003,14738.0,30.3,17.2,83.0,2012,,
QP095004,13283.0,40.4,12.0,81.4,2012,,
QP095005,13482.0,37.0,18.3,82.8,2012,,
QP095006,14382.0,31.9,14.9,69.7,2012,,
QP095007,14075.0,34.8,19.3,,2012,,
QP095008,13713.0,35.2,16.6,93.5,2012,,
QP095009,14900.0,32.5,14.3,85.4,2012,,
QP095010,14117.0,37.7,21.7,,2012,,
QP095011,14093.0,31.6,21.9,93.5,2012,,
QP095012,14867.0,23.9,21.2,90.5,2012,,
QP095013,13397.0,38.3,22.7,90.6,2012,,
QP095014,13119.0,40.7,25.5,95.0,2012,,
QP095015,13370.0,37.3,20.0,78.7,2012,,
QP095016,14333.0,29.7,21.5,,2012,,
QP095017,11876.0,49.7,20.7,,2012,,
QP095018,13718.0,29.7,19.8,,2012,,
QP095019,15042.0,27.4,25.6,94.3,2012,,
QP095020,12772.0,43.0,,56.4,2012,,
QP095021,15892.0,28.4,19.4,66.7,2012,,
QP095022,13438.0,41.4,15.4,94.3,2012,,
QP095023,15244.0,26.5,23.6,,2012,,
QP095024,14399.0,33.5,,,2012,,
QP095025,14274.0,31.3,19.5,92.6,2012,,
QP095026,15067.0,25.3,22.7,,2012,,
QP095027,14358.0,32.5,16.7,86.5,2012,,
QP095028,13272.0,36.6,22.3,,2012,,
QP095029,14901.0,26.2,22.3,,2012,,
QP095030,14655.0,34.1,13.9,59.2,2012,,
QP095031,13584.0,36.9,19.0,90.0,2012,,
QP095032,12188.0,47.3,16.1,77.6,2012,,
QP095033,13444.0,38.6,17.0,78.2,2012,,
QP095034,14057.0,35.0,16.1,71.9,2012,,
QP095035,13749.0,39.2,,,2012,,
QP095036,14075.0,35.2,19.2,86.5,2012,,
QP095037,13841.0,37.6,14.9,42.3,2012,,
QP095038,13256.0,41.2,16.2,69.9,2012,,
QP095039,14026.0,33.5,19.4,,2012,,
QP095040,13577.0,37.5,18.2,,2012,,
QP095041,15347.0,27.4,18.7,80.8,2012,,
QP001001,13501.0,38.6,13.8,86.1,2013,0.2,3.3
QP001002,12555.0,46.2,13.3,,2013,0.2,2.9
QP001003,14706.0,30.4,14.6,82.3,2013,0.3,5.6
QP001004,13812.0,39.9,20.7,,2013,0.3,4.1
QP001005,12724.0,42.9,20.1,,2013,0.2,2.9
QP001006,13325.0,40.1,15.2,,2013,0.2,2.7
QP001007,13128.0,36.6,,,2013,0.2,2.6
QP001008,12362.0,49.1,,,2013,0.2,3.1
QP001009,13496.0,38.9,,,2013,0.2,3.0
QP002001,12424.0,47.5,18.3,84.5,2013,0.3,3.6
QP002002,13800.0,37.3,15.6,73.6,2013,0.3,3.8
QP002003,12702.0,46.5,23.1,,2013,0.2,2.9
QP002004,11308.0,57.5,18.5,84.4,2013,0.2,3.1
QP002005,12381.0,48.0,21.1,73.1,2013,0.3,3.7
QP002006,13984.0,38.5,,66.1,2013,0.3,3.7
QP002007,12313.0,48.2,24.9,,2013,0.3,3.8
QP002008,11802.0,51.8,18.9,81.1,2013,0.3,4.0
QP002009,11235.0,55.8,25.2,,2013,0.2,3.1
QP002010,12327.0,48.0,17.9,,2013,0.2,3.3
QP002011,10948.0,59.0,20.8,90.2,2013,0.2,3.3
QP002012,12717.0,44.9,18.7,,2013,0.2,3.0
QP002013,11603.0,55.1,21.9,,2013,0.2,2.9
QP002014,10639.0,65.6,22.8,,2013,0.2,2.7
QP002015,13642.0,37.4,18.4,,2013,0.2,2.9
QP002016,13375.0,38.3,26.1,,2013,0.2,3.0
QP002017,12763.0,43.2,26.2,,2013,0.2,2.8
QP003001,13770.0,39.1,14.8,76.7,2013,0.3,3.9
QP003002,13218.0,38.2,20.9,,2013,0.2,2.8
QP003003,13646.0,39.4,17.7,87.6,2013,0.2,3.2
QP003004,13465.0,41.7,15.2,73.6,2013,0.3,3.8
QP003005,12842.0,42.5,17.4,,2013,0.2,3.0
QP003006,11516.0,55.6,26.7,,2013,0.2,3.1
QP004001,13498.0,40.8,14.2,79.4,2013,0.3,3.9
QP004002,14078.0,34.8,13.8,68.6,2013,0.3,3.9
QP004003,12913.0,43.7,14.9,67.0,2013,0.2,3.5
QP005001,14723.0,34.7,18.4,67.6,2013,0.3,3.8
QP006001,13801.0,37.7,24.8,,2013,0.2,3.1
QP006002,13104.0,42.6,15.3,72.0,2013,0.3,3.8
QP006003,14367.0,31.5,20.3,83.2,2013,0.2,2.9
QP006004,14468.0,30.9,18.7,85.0,2013,0.2,2.8
QP006005,13785.0,37.4,17.0,74.9,2013,0.3,3.9
QP006006,13418.0,39.5,21.9,,2013,0.2,3.0
QP006007,13697.0,37.8,21.2,52.5,2013,0.2,3.2
QP006008,15067.0,27.6,20.1,,2013,0.2,2.8
QP006009,8962.0,84.0,,,2013,0.3,4.3
QP006010,12540.0,46.5,21.9,,2013,0.2,3.0
QP006011,11788.0,51.5,,78.9,2013,0.2,3.5
QP006012,14490.0,36.2,13.7,65.6,2013,0.3,4.8
QP006013,13142.0,41.0,19.0,80.4,2013,0.2,3.2
QP006014,12775.0,44.8,14.9,67.7,2013,0.2,3.2
QP006015,14527.0,33.4,15.4,73.7,2013,0.3,4.0
QP006016,13218.0,44.5,16.3,70.3,2013,0.3,4.5
QP007001,12405.0,46.5,14.9,78.7,2013,0.3,3.8
QP007002,14181.0,36.6,14.9,70.9,2013,0.2,3.1
QP007003,12432.0,46.7,14.9,79.2,2013,0.2,3.3
QP007004,13068.0,42.3,16.8,88.4,2013,0.2,3.5
QP007005,12975.0,42.4,15.7,,2013,0.2,3.3
QP008001,11922.0,51.4,17.6,,2013,0.2,3.2
QP008002,11287.0,56.9,18.8,91.4,2013,0.2,3.0
QP008003,12285.0,48.9,18.0,,2013,0.2,2.8
QP008004,13674.0,39.6,17.5,86.6,2013,0.3,3.6
QP008005,12519.0,46.5,,,2013,0.2,3.0
QP008006,13989.0,38.7,17.1,77.0,2013,0.3,3.8
QP008007,12093.0,50.1,19.0,93.2,2013,0.2,3.2
QP008008,12773.0,43.9,17.6,81.1,2013,0.3,4.0
QP009001,13709.0,37.6,13.8,76.0,2013,0.3,4.8
QP009002,13940.0,37.7,,78.1,2013,0.3,4.8
QP009003,13507.0,41.3,15.3,78.3,2013,0.3,4.0
QP010001,12988.0,41.3,25.1,,2013,0.3,3.6
QP010002,13904.0,36.5,19.3,,2013,0.2,3.1
QP010003,12225.0,49.2,19.6,93.1,2013,0.2,2.9
QP010004,12661.0,45.0,25.8,,2013,0.2,2.9
QP010005,12505.0,47.7,25.2,,2013,0.3,4.1
QP010006,11842.0,51.7,20.2,,2013,0.2,3.2
QP010007,10976.0,62.0,22.3,,2013,0.2,3.4
QP010008,11556.0,56.4,20.9,,2013,0.2,3.1
QP010009,11643.0,52.8,,,2013,0.2,2.8
QP010010,11636.0,53.9,18.0,,2013,0.2,3.4
QP011001,13186.0,41.8,16.3,74.5,2013,0.3,4.6
QP011002,10857.0,59.2,19.4,83.0,2013,0.3,4.0
QP011003,10161.0,65.0,19.0,,2013,0.2,3.4
QP011004,13349.0,41.1,15.4,79.8,2013,0.3,5.2
QP011005,12292.0,48.1,21.3,75.0,2013,0.3,3.6
QP011006,12386.0,47.6,29.3,,2013,0.2,3.2
QP011007,12225.0,49.1,20.1,82.9,2013,0.2,3.2
QP011008,13240.0,42.2,16.7,78.9,2013,0.3,4.4
QP011009,12329.0,47.1,22.4,,2013,0.2,3.0
QP011010,13360.0,43.0,14.0,58.9,2013,0.3,4.7
QP012001,12497.0,47.1,14.4,,2013,0.2,3.2
QP012002,12579.0,46.0,15.1,76.4,2013,0.3,4.2
QP013001,11316.0,56.1,,,2013,0.2,3.8
QP013002,14868.0,27.7,,,2013,0.2,2.8
QP013003,13719.0,35.8,23.2,85.3,2013,0.2,3.2
QP013004,15388.0,23.5,26.5,,2013,0.2,2.5
QP013005,11938.0,51.2,20.9,,2013,0.2,3.5
QP013006,13181.0,40.7,,,2013,0.2,3.2
QP013007,11581.0,53.4,24.6,,2013,0.2,2.9
QP013008,12640.0,42.8,24.9,,2013,0.2,2.9
QP013009,13608.0,41.3,12.3,86.3,2013,0.3,3.7
QP013010,12116.0,49.8,18.1,,2013,0.2,2.9
QP013011,12334.0,47.9,19.0,,2013,0.2,3.0
QP013012,12670.0,45.5,19.9,,2013,0.2,3.0
QP013013,11840.0,52.6,13.9,65.0,2013,0.3,4.7
QP013014,14314.0,32.2,21.4,,2013,0.2,2.9
QP013015,12561.0,45.2,19.5,,2013,0.2,2.9
QP013016,13542.0,37.9,19.6,,2013,0.2,3.1
QP013017,12978.0,45.1,18.1,,2013,0.2,3.2
QP013018,12984.0,41.0,25.4,,2013,0.2,2.8
QP013019,13745.0,33.9,28.3,,2013,0.2,2.8
QP013020,14049.0,33.0,24.5,,2013,0.2,2.7
QP013021,12900.0,42.5,25.2,,2013,0.2,3.0
QP013022,13101.0,40.5,24.7,,2013,0.2,2.9
QP013023,13814.0,35.8,23.1,,2013,0.2,2.7
QP013024,12853.0,43.9,20.4,84.0,2013,0.2,3.3
QP013025,14234.0,33.5,17.9,89.7,2013,0.2,3.2
QP013026,12460.0,46.9,,71.1,2013,0.3,3.9
QP013027,12562.0,48.2,,61.5,2013,0.3,4.1
QP013028,13829.0,36.9,,81.5,2013,0.2,3.2
QP013029,11884.0,51.7,22.9,,2013,0.2,2.9
QP013030,13580.0,37.1,19.8,80.0,2013,0.2,3.0
QP013031,13741.0,39.7,17.4,74.1,2013,0.2,3.8
QP013032,11940.0,51.1,16.2,76.0,2013,0.3,4.7
QP013033,13302.0,41.1,23.0,71.2,2013,0.2,3.3
QP013034,13312.0,42.0,21.6,75.0,2013,0.3,3.9
QP013035,13185.0,43.3,21.2,48.5,2013,0.2,3.2
QP013036,12270.0,48.5,23.8,71.9,2013,0.2,3.4
QP013037,12750.0,44.7,25.7,,2013,0.2,3.2
QP013038,12500.0,47.1,22.4,74.1,2013,0.2,3.6
QP013039,12583.0,45.8,23.7,,2013,0.2,2.8
QP013040,12482.0,47.1,27.7,,2013,0.2,2.8
QP013041,13920.0,34.7,26.8,,2013,0.2,2.5
QP013042,11128.0,57.3,23.6,89.4,2013,0.2,3.4
QP013043,13271.0,40.9,27.7,,2013,0.2,3.1
QP013044,11739.0,53.4,25.6,95.0,2013,0.2,3.2
QP013045,12133.0,49.6,26.0,,2013,0.2,3.2
QP013046,12074.0,50.7,26.9,,2013,0.2,2.9
QP013047,13631.0,40.8,20.5,,2013,0.2,3.3
QP013048,13453.0,42.2,16.6,55.4,2013,0.3,3.7
QP013049,11313.0,55.8,23.4,88.8,2013,0.2,3.5
QP013050,12025.0,51.5,25.5,,2013,0.2,2.9
QP013051,11558.0,54.8,22.6,93.0,2013,0.2,3.5
QP013052,12179.0,49.5,22.7,88.6,2013,0.3,3.6
QP013053,12429.0,47.9,21.0,73.1,2013,0.3,4.0
QP013054,11086.0,59.2,31.6,,2013,0.2,3.0
QP013055,10910.0,59.8,25.1,84.0,2013,0.3,4.2
QP013056,10757.0,59.6,26.2,,2013,0.2,3.0
QP013057,12170.0,49.6,17.2,46.5,2013,0.3,4.3
QP013058,11684.0,53.3,16.7,77.0,2013,0.3,4.4
QP013059,13321.0,41.1,15.4,54.8,2013,0.2,3.4
QP013060,14260.0,40.1,19.9,64.5,2013,0.3,4.0
QP013061,13885.0,33.3,26.0,92.7,2013,0.2,2.9
QP013062,13997.0,33.3,22.8,,2013,0.2,2.7
QP013063,12930.0,42.7,14.3,86.7,2013,0.2,3.0
QP013064,14078.0,35.2,27.4,,2013,0.2,3.0
QP013065,13651.0,33.8,27.7,,2013,0.2,2.8
QP014001,12893.0,43.1,24.2,,2013,0.2,3.0
QP014002,12629.0,45.1,22.3,,2013,0.2,3.1
QP014003,11999.0,51.1,20.2,,2013,0.2,2.9
QP014004,12361.0,47.0,21.9,,2013,0.2,3.2
QP014005,13978.0,35.0,18.6,,2013,0.2,3.0
QP014006,13818.0,32.4,17.9,,2013,0.2,2.7
QP014007,13870.0,35.7,20.5,84.0,2013,0.2,3.0
QP014008,12451.0,46.4,27.1,,2013,0.2,3.1
QP014009,12525.0,45.7,24.9,,2013,0.2,2.8
QP015001,12867.0,42.1,16.4,75.4,2013,0.3,3.9
QP016001,11664.0,53.6,20.7,84.9,2013,0.2,3.5
QP016002,12662.0,47.0,20.5,,2013,0.2,3.1
QP016003,12545.0,46.4,22.2,,2013,0.2,3.5
QP016004,13173.0,37.5,24.2,,2013,0.2,2.9
QP016005,11820.0,52.9,19.7,,2013,0.2,2.9
QP016006,11942.0,51.2,22.5,,2013,0.2,3.2
QP017001,13205.0,39.7,24.6,94.2,2013,0.2,2.8
QP017002,12832.0,43.2,25.3,,2013,0.2,3.0
QP017003,11738.0,53.4,26.0,,2013,0.2,3.1
QP017004,13799.0,36.4,14.9,84.4,2013,0.3,3.8
QP017005,12485.0,47.4,26.8,,2013,0.2,3.1
QP017006,13616.0,37.0,15.5,70.4,2013,0.3,3.5
QP017007,13893.0,34.9,19.6,,2013,0.2,2.7
QP018001,12523.0,46.3,18.9,89.2,2013,0.2,3.2
QP018002,12711.0,45.2,29.8,,2013,0.2,3.0
QP018003,13057.0,42.9,19.0,,2013,0.2,3.0
QP018004,12304.0,48.2,16.1,85.0,2013,0.3,4.2
QP019001,13030.0,44.3,21.4,,2013,0.2,3.2
QP019002,12952.0,43.2,15.2,80.6,2013,0.2,2.9
QP019003,13444.0,39.4,15.5,,2013,0.2,3.1
QP021001,13710.0,34.7,21.6,,2013,0.2,2.8
QP021002,13444.0,38.3,15.3,81.2,2013,0.2,2.9
QP021003,13541.0,39.3,18.5,76.4,2013,0.2,3.2
QP021004,12957.0,42.0,13.1,,2013,0.2,3.0
QP021005,13243.0,36.0,16.7,,2013,0.2,2.6
QP021006,13701.0,37.0,19.3,,2013,0.2,3.0
QP022001,13074.0,40.5,25.9,,2013,0.2,2.8
QP022002,13076.0,41.4,,,2013,0.2,3.4
QP022003,12646.0,45.7,24.4,,2013,0.2,3.0
QP022004,13013.0,41.0,21.8,,2013,0.2,3.1
QP022005,12397.0,47.4,19.5,84.0,2013,0.2,3.2
QP022006,13290.0,38.8,17.5,,2013,0.2,3.1
QP022007,12195.0,49.6,28.5,,2013,0.2,2.9
QP023001,12982.0,44.2,20.6,,2013,0.3,3.5
QP024001,13342.0,38.1,19.4,73.3,2013,0.2,3.3
QP024002,13636.0,37.9,15.3,84.3,2013,0.3,4.2
QP024003,14043.0,36.4,20.2,76.8,2013,0.2,3.0
QP024004,11925.0,51.0,20.8,,2013,0.2,3.7
QP024005,12867.0,44.3,21.1,79.6,2013,0.2,3.7
QP025001,15047.0,30.8,,,2013,0.3,3.5
QP025002,10755.0,63.0,,,2013,0.2,3.6
QP025003,12523.0,45.4,17.4,,2013,0.2,3.1
QP025004,12493.0,46.9,19.1,89.7,2013,0.2,3.4
QP025005,13168.0,39.9,19.0,,2013,0.2,3.4
QP025006,12916.0,42.3,17.1,,2013,0.2,3.6
QP025007,12396.0,47.1,14.2,84.8,2013,0.2,2.8
QP025008,12726.0,42.2,11.3,83.9,2013,0.2,2.8
QP025009,12237.0,48.4,,,2013,0.2,2.8
QP025010,12771.0,42.2,17.1,,2013,0.2,2.8
QP025011,12850.0,43.2,15.0,72.1,2013,0.2,3.4
QP025012,13795.0,36.6,16.1,,2013,0.2,2.7
QP025013,12555.0,45.6,10.1,72.9,2013,0.2,2.9
QP026001,14183.0,36.7,18.0,76.2,2013,0.3,3.7
QP026002,11590.0,54.5,16.5,,2013,0.2,3.2
QP026003,13234.0,37.9,22.7,72.5,2013,0.2,3.1
QP026004,13612.0,39.8,12.5,80.8,2013,0.3,4.4
QP026005,11354.0,57.4,14.4,,2013,0.2,3.1
QP026006,11985.0,51.0,20.8,,2013,0.2,3.3
QP026007,12213.0,49.0,16.1,80.2,2013,0.2,3.1
QP026008,13489.0,40.6,17.7,,2013,0.2,3.0
QP026009,13204.0,36.4,23.5,,2013,0.2,3.2
QP026010,13120.0,40.9,17.6,81.9,2013,0.2,3.3
QP026011,13865.0,35.6,13.5,72.7,2013,0.2,3.3
QP026012,11749.0,53.9,,,2013,0.3,3.8
QP027001,12843.0,43.4,19.7,,2013,0.2,2.9
QP027002,12235.0,48.4,,,2013,0.2,3.1
QP027003,11609.0,53.7,23.1,95.0,2013,0.2,3.2
QP027004,11570.0,55.0,25.8,,2013,0.2,3.0
QP027005,12632.0,43.6,25.5,,2013,0.2,2.9
QP027006,12231.0,49.3,22.8,,2013,0.2,3.4
QP027007,12463.0,46.6,24.7,,2013,0.2,3.2
QP027008,12726.0,44.8,22.4,90.5,2013,0.2,3.1
QP027009,14208.0,36.1,22.2,,2013,0.2,3.2
QP027010,13010.0,38.4,24.9,,2013,0.2,2.6
QP027011,13820.0,35.9,23.9,,2013,0.2,2.8
QP028001,13341.0,39.5,19.9,,2013,0.2,3.0
QP028002,12666.0,44.4,19.6,,2013,0.2,3.0
QP028003,12620.0,44.1,25.2,,2013,0.2,2.9
QP028004,13558.0,36.4,21.7,,2013,0.2,2.8
QP028005,11888.0,51.4,20.8,,2013,0.2,3.2
QP028006,12461.0,47.6,20.0,,2013,0.2,2.8
QP028007,13667.0,35.1,,77.9,2013,0.2,3.0
QP028008,11620.0,53.1,17.2,93.4,2013,0.2,3.2
QP028009,12264.0,48.8,15.8,89.4,2013,0.2,3.1
QP028010,12450.0,46.6,17.0,,2013,0.2,2.8
QP029001,12492.0,46.0,23.9,,2013,0.2,2.8
QP029002,13519.0,38.6,17.9,70.6,2013,0.2,3.1
QP029003,12575.0,46.3,22.6,,2013,0.2,2.6
QP029004,14059.0,35.1,19.4,79.6,2013,0.2,3.1
QP029005,12924.0,41.5,20.2,,2013,0.2,2.8
